"CALIFORNIA INFLOW								",,extra text,,,,
"Individual Income Tax Returns: County-to-County Migration Inflow for Selected Income Items, Calendar Years 2015-2016								",,,,,,
"[Money amounts are in thousands of dollars]								",,,,,,
"Destination into California		Origin from				Number of returns	Number of exemptions	Adjusted gross income (AGI)",,,,,,
"6	1	48	121	TX	Denton County	30	55	""2","757""",,,,,
"6	1	12	31	FL	Duval County	29	54	""2","258""",,,,,
"6	1	25	15	MA	Hampshire County	29	33	""1","541""",,,,,
"6	1	34	13	NJ	Essex County	29	47	""4","956""",,,,,
"6	1	48	141	TX	El Paso County	29	69	""1","823""",,,,,
"6	1	29	95	MO	Jackson County	28	45	""1","366""",,,,,
"6	1	31	55	NE	Douglas County	28	52	""1","832""",,,,,
"6	1	40	109	OK	Oklahoma County	28	40	""1","021""",,,,,
"6	1	41	5	OR	Clackamas County	28	51	""2","273""",,,,,
"6	1	53	35	WA	Kitsap County	28	36	847",,,,,,
"6	1	20	91	KS	Johnson County	27	50	""2","646""",,,,,
"6	1	23	5	ME	Cumberland County	27	40	""1","833""",,,,,
"6	1	42	17	PA	Bucks County	27	44	""1","746""",,,,,
"6	1	48	491	TX	Williamson County	26	60	""3","545""",,,,,
"6	1	53	11	WA	Clark County	26	43	""1","462""",,,,,
"6	1	29	510	MO	St. Louis city	25	35	""1","358""",,,,,
"6	1	10	3	DE	New Castle County	24	51	""2","026""",,,,,
"6	1	21	111	KY	Jefferson County	24	45	""2","198""",,,,,
"6	1	36	67	NY	Onondaga County	24	26	""1","044""",,,,,
"6	1	36	109	NY	Tompkins County	24	39	""1","470""",,,,,
"6	1	51	107	VA	Loudoun County	24	65	""3","329""",,,,,
"6	1	51	810	VA	Virginia Beach city	24	42	""1","588""",,,,,
"6	1	2	20	AK	Anchorage Municipality	23	38	""1","381""",,,,,
"6	1	12	1	FL	Alachua County	23	35	""1","403""",,,,,
"6	1	34	25	NJ	Monmouth County	23	34	""1","858""",,,,,
"6	1	45	19	SC	Charleston County	23	27	""1","518""",,,,,
"6	1	6	5	CA	Amador County	22	26	760",,,,,,
"6	1	8	69	CO	Larimer County	22	38	""1","361""",,,,,
"6	1	9	11	CT	New London County	22	32	""1","644""",,,,,
"6	1	24	3	MD	Anne Arundel County	22	39	""1","406""",,,,,
"6	1	26	81	MI	Kent County	22	35	830",,,,,,
"6	1	36	5	NY	Bronx County	22	37	""1","056""",,,,,
"6	1	41	29	OR	Jackson County	22	32	""1","259""",,,,,
"6	1	42	29	PA	Chester County	22	43	""4","442""",,,,,
"6	1	26	99	MI	Macomb County	21	32	920",,,,,,
"6	1	53	63	WA	Spokane County	21	36	""1","263""",,,,,
"6	1	19	103	IA	Johnson County	20	33	""1","570""",,,,,
"6	1	41	3	OR	Benton County	20	29	933",,,,,,
"6	1	47	157	TN	Shelby County	20	41	""2","718""",,,,,
"6	1	58	0	SS	Other flows - Same State	143	226	""6","199""",,,,,
"6	1	59	0	DS	Other flows - Different State	""3","178""	""5","299""	""216","212""",,,
"6	1	59	1	DS	Other flows - Northeast	543	837	""37","247""",,,,,
"6	1	59	3	DS	Other flows - Midwest	783	""1","335""	""56","072""",,,,
"6	1	59	5	DS	Other flows - South	""1","250""	""2","156""	""91","283""",,,
"6	1	59	7	DS	Other flows - West	602	971	""31","609""",,,,,
"6	1	57	9	FR	Foreign - Other flows	d	d	d",,,,,,
"6	3	96	0	CA	Alpine County Total Migration-US and Foreign	31	51	""3","073""",,,,,
"6	3	97	0	CA	Alpine County Total Migration-US	31	51	""3","073""",,,,,
"6	3	97	1	CA	Alpine County Total Migration-Same State	31	51	""3","073""",,,,,
"6	3	97	3	CA	Alpine County Total Migration-Different State	21	29	536",,,,,,
"6	3	6	3	CA	Alpine County Non-migrants	315	603	""20","421""",,,,,
"6	3	58	0	SS	Other flows - Same State	31	51	""3","073""",,,,,
"6	3	59	0	DS	Other flows - Different State	21	29	536",,,,,,
"6	3	59	1	DS	Other flows - Northeast	d	d	d",,,,,,
"6	3	59	3	DS	Other flows - Midwest	d	d	d",,,,,,
"6	3	59	5	DS	Other flows - South	d	d	d",,,,,,
"6	3	59	7	DS	Other flows - West	d	d	d",,,,,,
"6	5	96	0	CA	Amador County Total Migration-US and Foreign	""1","032""	""1","960""	""60","259""",,,
"6	5	97	0	CA	Amador County Total Migration-US	""1","032""	""1","960""	""60","259""",,,
"6	5	97	1	CA	Amador County Total Migration-Same State	869	""1","662""	""54","059""",,,,
"6	5	97	3	CA	Amador County Total Migration-Different State	163	298	""6","200""",,,,,
"6	5	98	0	CA	Amador County Total Migration-Foreign	d	d	d",,,,,,
"6	5	6	5	CA	Amador County Non-migrants	""12","995""	""26","054""	""870","182""",,,
"6	5	6	67	CA	Sacramento County	216	409	""11","884""",,,,,
"6	5	6	9	CA	Calaveras County	102	213	""5","007""",,,,,
"6	5	6	77	CA	San Joaquin County	79	172	""4","848""",,,,,
"6	5	6	17	CA	El Dorado County	61	124	""3","273""",,,,,
"6	5	6	1	CA	Alameda County	55	98	""5","070""",,,,,
"6	5	6	13	CA	Contra Costa County	45	74	""4","369""",,,,,
"6	5	6	85	CA	Santa Clara County	37	67	""2","717""",,,,,
"6	5	6	61	CA	Placer County	22	37	""1","736""",,,,,
"6	5	6	99	CA	Stanislaus County	20	33	954",,,,,,
"6	5	58	0	SS	Other flows - Same State	232	435	""14","200""",,,,,
"6	5	59	0	DS	Other flows - Different State	163	298	""6","200""",,,,,
"6	5	59	1	DS	Other flows - Northeast	d	d	d",,,,,,
"6	5	59	3	DS	Other flows - Midwest	24	55	""1","020""",,,,,
"6	5	59	5	DS	Other flows - South	33	61	""1","055""",,,,,
"6	5	59	7	DS	Other flows - West	106	182	""4","124""",,,,,
"6	5	57	9	FR	Foreign - Other flows	d	d	d",,,,,,
"6	7	96	0	CA	Butte County Total Migration-US and Foreign	""4","366""	""7","572""	""190","409""",,,
"6	7	97	0	CA	Butte County Total Migration-US	""4","366""	""7","572""	""190","409""",,,
"6	7	97	1	CA	Butte County Total Migration-Same State	""3","262""	""5","575""	""154","217""",,,
"6	7	97	3	CA	Butte County Total Migration-Different State	""1","104""	""1","997""	""36","193""",,,
"6	7	98	0	CA	Butte County Total Migration-Foreign	d	d	d",,,,,,
"6	7	6	7	CA	Butte County Non-migrants	""71","682""	""150","045""	""4",417,"550""",,
"6	7	6	67	CA	Sacramento County	281	482	""11","469""",,,,,
"6	7	6	101	CA	Sutter County	190	402	""8","460""",,,,,
"6	7	6	103	CA	Tehama County	173	298	""6","878""",,,,,
"6	7	6	21	CA	Glenn County	171	317	""7","319""",,,,,
"6	7	6	85	CA	Santa Clara County	148	253	""14","954""",,,,,
"6	7	6	37	CA	Los Angeles County	143	253	""4","971""",,,,,
"6	7	6	89	CA	Shasta County	143	234	""5","979""",,,,,
"6	7	6	13	CA	Contra Costa County	134	235	""7","814""",,,,,
"6	7	6	1	CA	Alameda County	125	184	""8","179""",,,,,
"6	7	6	61	CA	Placer County	125	192	""7","494""",,,,,
"6	7	6	73	CA	San Diego County	122	175	""3","961""",,,,,
"6	7	6	115	CA	Yuba County	122	249	""4","239""",,,,,
"6	7	6	97	CA	Sonoma County	102	178	""5","264""",,,,,
"6	7	6	81	CA	San Mateo County	72	110	""5","630""",,,,,
"6	7	6	59	CA	Orange County	70	121	""4","168""",,,,,
"6	7	6	95	CA	Solano County	64	114	""3","241""",,,,,
"6	7	6	77	CA	San Joaquin County	61	113	""2","303""",,,,,
"6	7	6	23	CA	Humboldt County	60	83	""2","055""",,,,,
"6	7	6	65	CA	Riverside County	59	99	""2","062""",,,,,
"6	7	6	113	CA	Yolo County	56	95	""2","154""",,,,,
"6	7	6	57	CA	Nevada County	52	77	""1","906""",,,,,
"6	7	6	45	CA	Mendocino County	50	69	""2","176""",,,,,
"6	7	6	79	CA	San Luis Obispo County	49	68	""2","094""",,,,,
"6	7	32	31	NV	Washoe County	49	80	""1","941""",,,,,
"6	7	6	71	CA	San Bernardino County	46	86	""1","670""",,,,,
"6	7	6	87	CA	Santa Cruz County	46	72	""2","578""",,,,,
"6	7	6	99	CA	Stanislaus County	41	83	""1","125""",,,,,
"6	7	6	29	CA	Kern County	39	65	""1","471""",,,,,
"6	7	6	75	CA	San Francisco County	36	44	""2","223""",,,,,
"6	7	6	17	CA	El Dorado County	34	63	""2","103""",,,,,
"6	7	6	19	CA	Fresno County	34	62	""1","210""",,,,,
"6	7	6	35	CA	Lassen County	34	60	""1","370""",,,,,
"6	7	6	63	CA	Plumas County	34	50	""1","149""",,,,,
"6	7	4	13	AZ	Maricopa County	32	51	""1","070""",,,,,
"6	7	6	11	CA	Colusa County	32	59	""1","261""",,,,,
"6	7	6	53	CA	Monterey County	32	56	""1","266""",,,,,
"6	7	6	111	CA	Ventura County	32	48	""1","020""",,,,,
"6	7	6	33	CA	Lake County	30	60	""1","186""",,,,,
"6	7	15	3	HI	Honolulu County	26	46	""1","508""",,,,,
"6	7	6	41	CA	Marin County	25	43	""2","269""",,,,,
"6	7	6	83	CA	Santa Barbara County	25	46	""1","383""",,,,,
"6	7	6	93	CA	Siskiyou County	24	43	772",,,,,,
"6	7	6	55	CA	Napa County	23	29	993",,,,,,
"6	7	32	3	NV	Clark County	23	41	753",,,,,,
"6	7	53	33	WA	King County	20	34	849",,,,,,
"6	7	58	0	SS	Other flows - Same State	123	205	""4","397""",,,,,
"6	7	59	0	DS	Other flows - Different State	954	""1","747""	""41","162""",,,,
"6	7	59	1	DS	Other flows - Northeast	83	140	""4","645""",,,,,
"6	7	59	3	DS	Other flows - Midwest	192	356	""9","306""",,,,,
"6	7	59	5	DS	Other flows - South	277	522	""11","456""",,,,,
"6	7	59	7	DS	Other flows - West	402	729	""15","756""",,,,,
"6	7	57	9	FR	Foreign - Other flows	d	d	d",,,,,,
"6	9	96	0	CA	Calaveras County Total Migration-US and Foreign	""1","346""	""2","557""	""87","933""",,,
"6	9	97	0	CA	Calaveras County Total Migration-US	""1","346""	""2","557""	""87","933""",,,
"6	9	97	1	CA	Calaveras County Total Migration-Same State	""1","150""	""2","205""	""79","408""",,,
"6	9	97	3	CA	Calaveras County Total Migration-Different State	196	352	""8","525""",,,,,
"6	9	98	0	CA	Calaveras County Total Migration-Foreign	d	d	d",,,,,,
"6	9	6	9	CA	Calaveras County Non-migrants	""15","405""	""31","463""	""1",19,"589""",,
"6	9	6	77	CA	San Joaquin County	247	548	""14","566""",,,,,
"6	9	6	13	CA	Contra Costa County	100	189	""9","835""",,,,,
"6	9	6	99	CA	Stanislaus County	92	206	""7","257""",,,,,
"6	9	6	109	CA	Tuolumne County	88	155	""3","354""",,,,,
"6	9	6	1	CA	Alameda County	87	156	""8","413""",,,,,
"6	9	6	5	CA	Amador County	79	142	""3","665""",,,,,
"6	9	6	85	CA	Santa Clara County	78	119	""8","630""",,,,,
"6	9	6	67	CA	Sacramento County	74	155	""4","016""",,,,,
"6	9	6	81	CA	San Mateo County	33	54	""2","781""",,,,,
"6	9	58	0	SS	Other flows - Same State	272	481	""16","892""",,,,,
"6	9	59	0	DS	Other flows - Different State	196	352	""8","525""",,,,,
"6	9	59	1	DS	Other flows - Northeast	d	d	d",,,,,,
"6	9	59	3	DS	Other flows - Midwest	34	57	""1","332""",,,,,
"6	9	59	5	DS	Other flows - South	69	131	""3","112""",,,,,
"6	9	59	7	DS	Other flows - West	93	164	""4","080""",,,,,
"6	9	57	9	FR	Foreign - Other flows	d	d	d",,,,,,
"6	11	96	0	CA	Colusa County Total Migration-US and Foreign	358	847	""54","973""",,,,,
"6	11	97	0	CA	Colusa County Total Migration-US	358	847	""54","973""",,,,,
"6	11	97	1	CA	Colusa County Total Migration-Same State	326	777	""53","749""",,,,,
"6	11	97	3	CA	Colusa County Total Migration-Different State	32	70	""1","224""",,,,,
"6	11	98	0	CA	Colusa County Total Migration-Foreign	d	d	d",,,,,,
"6	11	6	11	CA	Colusa County Non-migrants	""7","608""	""20","831""	""531","852""",,,
"6	11	6	113	CA	Yolo County	57	138	""3","210""",,,,,
"6	11	6	67	CA	Sacramento County	38	86	""1","727""",,,,,
"6	11	6	101	CA	Sutter County	30	81	""1","779""",,,,,
"6	11	6	7	CA	Butte County	26	51	967",,,,,,
"6	11	6	95	CA	Solano County	25	75	""1","350""",,,,,
"6	11	58	0	SS	Other flows - Same State	150	346	""44","716""",,,,,
"6	11	59	0	DS	Other flows - Different State	32	70	""1","224""",,,,,
"6	11	59	1	DS	Other flows - Northeast	d	d	d",,,,,,
"6	11	59	3	DS	Other flows - Midwest	d	d	d",,,,,,
"6	11	59	5	DS	Other flows - South	d	d	d",,,,,,
"6	11	59	7	DS	Other flows - West	32	70	""1","224""",,,,,
"6	11	57	9	FR	Foreign - Other flows	d	d	d",,,,,,
"6	13	96	0	CA	Contra Costa County Total Migration-US and Foreign	""28","304""	""53","559""	""2",802,"580""",,
"6	13	97	0	CA	Contra Costa County Total Migration-US	""28","070""	""53","058""	""2",685,"772""",,
"6	13	97	1	CA	Contra Costa County Total Migration-Same State	""21","574""	""40","639""	""1",971,"041""",,
"6	13	97	3	CA	Contra Costa County Total Migration-Different State	""6","496""	""12","419""	""714","731""",,,
"6	13	98	0	CA	Contra Costa County Total Migration-Foreign	234	501	""116","808""",,,,,
"6	13	6	13	CA	Contra Costa County Non-migrants	""414","413""	""924","707""	""48",507,"435""",,
"6	13	6	1	CA	Alameda County	""8","147""	""15","691""	""745","148""",,,
"6	13	6	75	CA	San Francisco County	""2","527""	""4","617""	""296","197""",,,
"6	13	6	81	CA	San Mateo County	""1","644""	""3","501""	""171","065""",,,
"6	13	6	85	CA	Santa Clara County	""1","575""	""3","461""	""208","377""",,,
"6	13	6	95	CA	Solano County	""1","157""	""2","061""	""71","670""",,,
"6	13	6	37	CA	Los Angeles County	""1","074""	""1","781""	""85","770""",,,
"6	13	6	67	CA	Sacramento County	748	""1","249""	""41","861""",,,,
"6	13	6	77	CA	San Joaquin County	573	""1","179""	""35","940""",,,,
"6	13	6	73	CA	San Diego County	521	901	""39","773""",,,,,
"6	13	6	41	CA	Marin County	423	782	""52","474""",,,,,
"6	13	6	59	CA	Orange County	413	729	""34","989""",,,,,
"6	13	6	97	CA	Sonoma County	294	451	""17","897""",,,,,
"6	13	48	201	TX	Harris County	241	468	""51","686""",,,,,
"6	13	4	13	AZ	Maricopa County	231	416	""22","003""",,,,,
"6	13	32	3	NV	Clark County	210	403	""26","426""",,,,,
"6	13	6	65	CA	Riverside County	193	352	""12","293""",,,,,
"6	13	6	99	CA	Stanislaus County	193	347	""14","605""",,,,,
"6	13	53	33	WA	King County	189	365	""18","941""",,,,,
"6	13	57	1	FR	Foreign - Overseas	180	407	""113","741""",,,,,
"6	13	6	61	CA	Placer County	178	292	""15","512""",,,,,
"6	13	17	31	IL	Cook County	176	350	""26","689""",,,,,
"6	13	6	19	CA	Fresno County	166	285	""12","185""",,,,,
"6	13	6	71	CA	San Bernardino County	164	291	""10","832""",,,,,
"6	13	6	113	CA	Yolo County	148	217	""8","960""",,,,,
"6	13	6	55	CA	Napa County	140	223	""8","541""",,,,,
"6	13	48	453	TX	Travis County	138	275	""17","028""",,,,,
"6	13	15	3	HI	Honolulu County	131	257	""9","141""",,,,,
"6	13	6	53	CA	Monterey County	120	205	""9","359""",,,,,
"6	13	36	61	NY	New York County	119	186	""23","122""",,,,,
"6	13	6	87	CA	Santa Cruz County	113	178	""7","354""",,,,,
"6	13	6	111	CA	Ventura County	103	218	""8","968""",,,,,
"6	13	6	83	CA	Santa Barbara County	91	132	""6","310""",,,,,
"6	13	6	7	CA	Butte County	86	120	""4","395""",,,,,
"6	13	6	29	CA	Kern County	86	176	""6","491""",,,,,
"6	13	6	79	CA	San Luis Obispo County	86	122	""6","495""",,,,,
"6	13	32	31	NV	Washoe County	83	148	""6","193""",,,,,
"6	13	6	17	CA	El Dorado County	80	133	""8","124""",,,,,
"6	13	36	47	NY	Kings County	77	119	""7","076""",,,,,
"6	13	25	17	MA	Middlesex County	74	156	""10","658""",,,,,
"6	13	6	57	CA	Nevada County	68	101	""5","449""",,,,,
"6	13	6	47	CA	Merced County	64	143	""4","502""",,,,,
"6	13	41	51	OR	Multnomah County	61	89	""3","601""",,,,,
"6	13	48	157	TX	Fort Bend County	60	190	""17","917""",,,,,
"6	13	48	113	TX	Dallas County	58	105	""4","838""",,,,,
"6	13	36	81	NY	Queens County	55	86	""3","576""",,,,,
"6	13	41	67	OR	Washington County	55	95	""4","316""",,,,,
"6	13	57	5	FR	Foreign - APO/FPO ZIPs	54	94	""3","067""",,,,,
"6	13	51	59	VA	Fairfax County	53	108	""10","530""",,,,,
"6	13	8	31	CO	Denver County	52	77	""4","404""",,,,,
"6	13	13	121	GA	Fulton County	49	72	""3","728""",,,,,
"6	13	49	35	UT	Salt Lake County	49	112	""3","717""",,,,,
"6	13	11	1	DC	District of Columbia	47	69	""5","394""",,,,,
"6	13	24	31	MD	Montgomery County	47	102	""6","218""",,,,,
"6	13	12	86	FL	Miami-Dade County	45	80	""3","638""",,,,,
"6	13	53	53	WA	Pierce County	44	94	""3","413""",,,,,
"6	13	6	89	CA	Shasta County	41	63	""1","611""",,,,,
"6	13	53	61	WA	Snohomish County	41	76	""3","618""",,,,,
"6	13	4	19	AZ	Pima County	40	52	""1","688""",,,,,
"6	13	6	107	CA	Tulare County	40	81	""2","031""",,,,,
"6	13	13	89	GA	DeKalb County	39	81	""2","808""",,,,,
"6	13	27	53	MN	Hennepin County	39	74	""5","266""",,,,,
"6	13	48	439	TX	Tarrant County	39	60	""4","243""",,,,,
"6	13	42	101	PA	Philadelphia County	38	63	""3","206""",,,,,
"6	13	12	95	FL	Orange County	37	75	""2","800""",,,,,
